code,raw linkers,Linker 1,Linker 2,Linker 3,Linker 4,Linker 5,Linker 6,Linker 7,Linker 8,metals,solvents
BESSUP,"catena-[tetracosakis(mu!3$-Oxo)-nonakis(mu!2$-oxo)-hexakis(trans-1,2-diaminocyclohexane)-nonaoxo-hexa-antimony(iii)-tri-iron(ii)-pentadeca-vanadium(iv) nonahydrate]",Oxo,"oxo)-hexakis(trans-1,2-diaminocyclohexane)-nonaoxo-hexa-(iii)-tri-",,,,,,,manganese,['nonahydrate]']
BESXED,catena-((mu!6$-hydrogen L-malato)-aqua-cesium),hydrogen,,,,,,,,nickel,['L-malato)-aqua-cesium)']
BETDAH,"catena-[(mu!5$-5-((4-Carboxylatobenzylidene)amino)isophthalato)-bis(N,N-dimethylformamide-O)-holmium(iii) N,N-dimethylformamide solvate hydrate]","5-((4-Carboxylatebenzylidene)amino)isophthalate)-bis(N,N-dimethylformamide-",,,,,,,,copper,"['N,N-dimethylformamide', 'solvate', 'hydrate]']"
BETGEO,"catena-[octakis(Nickel) octakis(mu!6$-5,5',5''-benzene-1,3,5-triyltris(tetrazolato))-tris(mu!4$-chloro)-dodeca-aqua-dodeca-nickel(ii) tridecachloride hydrate]","5,5',5''-benzene-1,3,5-triyltris(tetrazolate)",chloro,,,,,,,barium,"['tridecachloride', 'hydrate]']"
BETHUE,"catena-(hexakis(mu!2$-Imidazol-1,3-diyl)-tetra-copper(i,ii))","Imidazol-1,3-diyl",,,,,,,,sodium,[]
BETJUI,catena-[(mu-5-(pyridin-3-yl)isophthalato)-lead(ii)],5-(pyridin-3-yl)isophthalate,,,,,,,,cobalt,[]
BETRUQ01,"catena-[(mu-5-(pyridin-3-yl)benzene-1,3-dicarboxylato)-diaqua-manganese]","5-(pyridin-3-yl)benzene-1,3-dicarboxylate",,,,,,,,cobalt,[]
BETXIK,"catena-[(mu-4,5-dichlorobenzene-1,2-dicarboxylato)-tris(mu-aqua)-aqua-di-sodium(i)]","4,5-dichlorobenzene-1,2-dicarboxylate",aqua,,,,,,,zinc,[]
BETZOR,"catena-((mu!6$-3,3',3''-Phosphoryltribenzoato)-(mu!5$-3,3',3''-phosphoryltribenzoato)-(mu!2$-aqua)-tetraaqua-tri-manganese N,N-dimethylformamide solvate monohydrate)","3,3',3''-Phosphoryltribenzoate","3,3',3''-phosphoryltribenzoate",aqua,,,,,,zinc,"['N,N-dimethylformamide', 'solvate', 'monohydrate)']"
BEVQID,catena-(tetrakis(mu!3$-Oxalato)-tetra-aqua-cadmium-strontium-zirconium dihydrate),Oxalate,,,,,,,,nickel,['dihydrate)']
BEVSUR,"catena-((mu!6$-1,3,5-Benzenetricarboxylato)-yttrium)","1,3,5-Benzenetricarboxylate",,,,,,,,barium,[]
BEVZUZ,"catena-[tetrakis(mu!3$- N-(1-(5-oxy-1,3-diphenyl-1H-pyrazol-4-yl)propylidene)pyridine-4-carbohydrazonato)-bis(mu!2$-N-(1-(5-oxy-1,3-diphenyl-1H-pyrazol-4-yl)propylidene)pyridine-4-carbohydrazonato)-(mu!2$-4,4'-bipyridine)-hexa-zinc methanol solvate]","N-(1-(5-oxy-1,3-diphenyl-1H-pyrazol-4-yl)propylidene)pyridine-4-carbohydrazonate","N-(1-(5-oxy-1,3-diphenyl-1H-pyrazol-4-yl)propylidene)pyridine-4-carbohydrazonate","4,4'-bipyridine",,,,,,copper,"['methanol', 'solvate]']"
BEWKIY,"catena-(octakis(mu!3$-hydroxo)-tris((mu!2$-oxalato-O,O') -(mu!2$-piperazine-N,N'))-hepta-nickel(ii))",hydroxo,"oxalate-O,O')",,,,,,,cadmium,"[""-(mu!-piperazine-N,N'))-hepta-nickel(ii))""]"
BEWSAA,catena-[bis(mu-arsenato)-tetrakis(mu-chloro)-dotetracontakis(mu-oxo)-dodecaoxo-deca-copper-octadeca-tungsten sesquihydrate],arsenate,chloro,oxo,,,,,,cobalt,['sesquihydrate]']
BEWSOO,"catena-[hexakis(mu-9,10-dioxo-9,10-dihydroanthracene-2,7-dicarboxylato)-(mu-9,10-dioxo-9,10-dihydroanthracene-2,6-dicarboxylato)-hexakis(N,N-dimethylacetamide)-hepta-manganese pentakis(2-(2H-1,3-dithiol-2-ylidene)-2H-1,3-dithiole)]","9,10-dioxo-9,10-dihydroanthracene-2,7-dicarboxylate","9,10-dioxo-9,10-dihydroanthracene-2,6-dicarboxylate)-hexakis(N,N-dimethylacetamid",,,,,,,iron,"['pentakis(2-(2H-1,3-dithiol-2-ylidene)-2H-1,3-dithiole)]']"
BEWVEG,"catena-[tetrakis(((S)-2,2'-(propane-1,2-diylbis[nitrilomethylylidene])diphenolato)-dimethanol-manganese) dodecakis(mu!2$-oxalato)-tetra-chromium-tetra-manganese dichloromethane methanol solvate hemihydrate]",,,,,,,,,platinum,"['dodecakis(mu!-oxalato)-tetra-chromium-tetra-manganese', 'dichloromethane', 'methanol', 'solvate', 'hemihydrate]']"
BEXFUI,"catena-[(mu-butane-1,4-disulfonato)-tetrakis(mu-oxo)-dihydroxy-tetra-antimony(iii)]","butane-1,4-disulfonate",oxo,,,,,,,zinc,[]
BEXPAX,"catena-((mu!3$-2,2'-dihydroxybiphenyl-4,4'-dicarboxylato)-bis(N,N-dimethylformamide)-nickel(ii) N,N-dimethylformamide solvate)","2,2'-dihydroxybiphenyl-4,4'-dicarboxylate)-bis(N,N-dimethylformamid",,,,,,,,iron,"['N,N-dimethylformamide', 'solvate)']"
BEXQIF,catena-(bis(Methyltriphenylphosphonium) hexakis(mu!2$-dicyanamide)-di-iron(ii)),dicyanamide,,,,,,,,zirconium,[]
BEXRUT,"catena-[bis(mu!4$-5-(3,5-dicarboxybenzyloxy)-3-pyridincarboxylato)-decaaqua-tri-nickel dimethylacetamide solvate tetrahydrate]","5-(3,5-dicarboxybenzyloxy)-3-pyridincarboxylat",,,,,,,,zinc,"['dimethylacetamide', 'solvate', 'tetrahydrate]']"
BEYKEX,"catena-[(1,4-Diazoniabicyclo[2.2.2]octane) bis(mu!4$-5-sulfonatobenzene-1,3-dicarboxylato)-diaqua-tetra-oxo-di-uranium(vi) tetrahydrate]","5-sulfonatebenzene-1,3-dicarboxylate",,,,,,,,thorium,['tetrahydrate]']
BEYRUU,catena-((mu!3$-adeninato)-(mu!2$-valerato)-cobalt(ii) hemihydrate),adeninate,valerate,,,,,,,cerium,['hemihydrate)']
BEYTEG,catena-[(mu!4$-5-(1-oxidopyridin-4-yl)-tetrazolato)-copper],5-(1-oxidopyridin-4-yl)-tetrazolat,,,,,,,,sodium,[]
BEZKOI,"catena-[bis(mu!3$- 4-(1H-1,2,4-Triazol-1-ylmethyl)benzoato)-cadmium]","4-(1H-1,2,4-Triazol-1-ylmethyl)benzoate",,,,,,,,lead,[]
BEZKOI01,"catena-(bis(mu-4-(1H-1,2,4-triazol-1-ylmethyl)benzoato)-cadmium)","4-(1H-1,2,4-triazol-1-ylmethyl)benzoate",,,,,,,,calcium,[]
BEZSEG,catena-[(mu!4$-Succinato)-cobalt],Succinate,,,,,,,,copper,[]
BEZSEG01,catena-[(mu!4$-succinato)-cobalt],succinate,,,,,,,,copper,[]
BEZSIK,"catena-[tris(mu!4$-ethane-1,2-disulfonato)-tetra-aqua-di-bismuth]","ethane-1,2-disulfonate",,,,,,,,zinc,[]
BIBBUL,"catena-((mu!2$-1,1'-Butane-1,4-diylbis(2-methyl-1H-imidazole))-(mu!2$-2,2'-bipyridine-3,3'-dicarboxylato)-zinc dihydrate)","1,1'-Butane-1,4-diylbis(2-methyl-1H-imidazole)","2,2'-bipyridine-3,3'-dicarboxylate",,,,,,,zinc,['dihydrate)']
BIBMAC,"catena-[(mu-hexakis(3-(1,2,4-triazol-4-yl)phenoxy-methyl)benzene)-hexadecakis(mu-oxo)-diaqua-decaoxo-di-cadmium-octa-molybdenum hydrate]","hexakis(3-(1,2,4-triazol-4-yl)phenoxy-methyl)benzene",oxo,,,,,,,zinc,['hydrate]']
BIBQEL,"catena-((mu-5-(1H-imidazol-1-yl)benzene-1,3-dicarboxylato)-copper(ii) dimethylformamide solvate monohydrate)","5-(1H-imidazol-1-yl)benzene-1,3-dicarboxylate",,,,,,,,chromium,"['dimethylformamide', 'solvate', 'monohydrate)']"
BIBQOV,"catena-((mu-1,1'-biphenyl-2,3,3',4'-tetracarboxylato)-(mu-aqua)-triaqua-di-zinc 2-aminopyridine)","1,1'-biphenyl-2,3,3',4'-tetracarboxylate",aqua,,,,,,,silver,['2-aminopyridine)']
BICGEC,catena-(hexakis(mu-4-(pyrimidin-5-yl)benzoato)-hexakis(mu-nitrato)-tri-copper-di-europium monohydrate),4-(pyrimidin-5-yl)benzoate,nitrate,,,,,,,copper,['monohydrate)']
BICPUA,"catena-[(mu!12$-1,3,5-tris(4,4''-Dicarboxylato-1,1':3',1''-terphenyl-5'-yl)benzene)-(mu!3$-oxo)-triaqua-ytterbium(iii) unknown solvate]","u1-1,3,5-tris(4,4''-Dicarboxylate-1,1':3',1''-terphenyl-5'-yl)benzene",oxo,,,,,,,manganese,"['unknown', 'solvate]']"
BICWUG,"catena-(bis(mu!4$-Quinolinato)-bis(mu!3$-acetato)-tetrakis(mu!2$-oxo)-bis(mu!2$-4,4'-bipyridine)-tetraaqua-decaoxa-di-nickel-penta-uranium dihydrate)",Quinolinate,acetate,oxo,"4,4'-bipyridine",,,,,manganese,['dihydrate)']
BIDFEB,"catena-[(mu!4$-2,5-Dibenzoylterephthalato-O:O':O'':O''')-(mu!4$-2,5-dibenzoylterephthalato-O:O,O':O'':O'',O''')-(mu!2$-2,5-dibenzoylterephthalato-O,O':O'',O''')-tetra-aqua-di-terbium(iii) dihydrate]","2,5-Dibenzoylterephthalate-O:O':O'':O'''","2,5-dibenzoylterephthalate-O:O,O':O'':O'',O'''","2,5-dibenzoylterephthalate-O,O':O'',O'''",,,,,,cadmium,['dihydrate]']
BIDHIG,"catena-[(mu!4$-2,2'-Bipyridine-5,5'-dicarboxylato)-bis(mu!3$-2,2'-bipyridine-5,5'-dicarboxylato)-tetraaqua-di-neodymium]","2,2'-Bipyridine-5,5'-dicarboxylate","2,2'-bipyridine-5,5'-dicarboxylate",,,,,,,magnesium,[]
BIDMAE,"catena-[1,2-Diammoniocyclohexane tris(1,2-diaminocyclohexane)-nickel(ii) heptakis(mu!3$-sulfido)-tridecakis(mu!2$-sulfido)-bis(1,2-diaminocyclohexane)-dodeca-indium trihydrate]",,,,,,,,,gadolinium,"['heptakis(mu!-sulfido)-tridecakis(mu!-sulfido)-bis(1,2-diaminocyclohexane)-dodeca-indium', 'trihydrate]']"
BIDPAH,"catena-[diethylammonium (mu!4$-5-[bis(4-carboxylatobenzyl)amino]benzene-1,3-dicarboxylato)-indium N,N-diethylformamide ethanol solvate]","5-[bis(4-carboxylatebenzyl)amino]benzene-1,3-dicarboxylate",,,,,,,,copper,"['N,N-diethylformamide', 'ethanol', 'solvate]']"
BIDREO,catena-[bis(mu-5-(methoxycarbonyl)phosphinin-2-olato)-(mu-tetrahydrofuran)-bis(tetrahydrofuran)-di-sodium],5-,tetrahydrofuran)-bis(tetrahydrofura,,,,,,,potassium,[]
BIDZAQ,"catena-((mu!3$-Nicotinato-N,O,O')-(mu!2$-2-hydroxynicotinato-O,O',O'')-manganese(ii))","Nicoate-N,O,O'","2-hydroxynicoate-O,O',O''",,,,,,,iron,[]
BIFDUQ,catena-(bis(Benzo-15-crown-5)-praseodymium henicosaiodide),,,,,,,,,cadmium,['henicosaiodide)']
BIFJUX,"catena-[bis(mu!4$-Pyridine-2,5-dicarboxylato)-tris(mu!3$-pyridine-2,5-dicarboxylato)-octakis(mu!3$-hydroxo)-tetra-aqua-hexa-erbium hydrate]","Pyridine-2,5-dicarboxylate","pyridine-2,5-dicarboxylate",hydroxo,,,,,,sodium,['hydrate]']
